"year","m","month","variable","pc1","pc2"
1956,10,"Oct","sst",-0.473500096843498,1.08589674910328
1956,11,"Nov","sst",-1.52228459317802,0.924361945848581
1956,12,"Dec","sst",-0.584088665556501,1.49422736978986
1957,1,"Jan","sst",-0.43452470400217,2.02896555977144
1957,2,"Feb","sst",-0.634554180647745,2.02775900693204
1957,3,"Mar","sst",0.0589011514634419,1.89061011975913
1957,4,"Apr","sst",0.251317522063905,1.63002194630289
1957,5,"May","sst",1.00610509891722,1.47882503353332
1957,6,"Jun","sst",2.05633613203722,0.845927025717538
1957,7,"Jul","sst",1.30582809082267,1.11341108478047
1957,8,"Aug","sst",1.13261274568655,0.929306889918723
1957,9,"Sep","sst",2.22304115352203,-0.108072854998444
1957,10,"Oct","sst",2.28416505176999,0.666126107464498
1957,11,"Nov","sst",2.47650695615221,0.962175876572974
1957,12,"Dec","sst",1.44855419988005,1.30732928158896
1958,1,"Jan","sst",1.48929638931739,0.611223853633427
1958,2,"Feb","sst",1.62637347817726,0.0976208109793866
1958,3,"Mar","sst",1.50315994290574,0.586910659855153
1958,4,"Apr","sst",1.40106795766482,0.165611380496545
1958,5,"May","sst",1.93571689253672,-0.155848795592023
1958,6,"Jun","sst",2.70167717878296,0.75893734944439
1958,7,"Jul","sst",1.75526675703266,0.814941909903349
1958,8,"Aug","sst",1.81485811261323,-0.374904941039199
1958,9,"Sep","sst",1.33000488086517,-0.44582748972403
1958,10,"Oct","sst",0.957826312033348,0.301451894812898
1958,11,"Nov","sst",0.768957283558423,-0.373944795971696
1958,12,"Dec","sst",1.61227315896577,-0.425403621211481
1959,1,"Jan","sst",1.6238142835034,-0.132599042249717
1959,2,"Feb","sst",1.25702459380742,0.265607808949331
1959,3,"Mar","sst",0.846917136251182,0.373013303991576
1959,4,"Apr","sst",0.94816155666059,0.683791791324931
1959,5,"May","sst",0.990840529591978,0.53234306105519
1959,6,"Jun","sst",0.98365407708241,0.170806311273994
1959,7,"Jul","sst",0.534509996197231,0.188811070845667
1959,8,"Aug","sst",0.431305722947626,0.671758362325809
1959,9,"Sep","sst",0.226243203335291,0.755121562994314
1959,10,"Oct","sst",1.70399142474515,0.681667837171597
1959,11,"Nov","sst",2.14010832907616,0.726070999412712
1959,12,"Dec","sst",1.6993269163624,-0.34634755680079
1960,1,"Jan","sst",0.734044621427298,-0.635465385517342
1960,2,"Feb","sst",1.04052213073779,-0.604939393852107
1960,3,"Mar","sst",0.861006236724549,-0.498875175717783
1960,4,"Apr","sst",0.815047088250659,-0.561661398772947
1960,5,"May","sst",0.804209154906734,-1.07196776305936
1960,6,"Jun","sst",1.12197261192435,-1.01723330324955
1960,7,"Jul","sst",0.431729278345887,-0.0453633210193217
1960,8,"Aug","sst",0.355357926518498,-0.42036439809454
1960,9,"Sep","sst",-0.146443006727541,0.345770628669963
1960,10,"Oct","sst",0.422773216984337,-0.0293898668126096
1960,11,"Nov","sst",0.120110422664409,-1.45624645373995
1960,12,"Dec","sst",0.285613534096186,-1.11745950271637
1961,1,"Jan","sst",1.03795129185969,-1.17329919216734
1961,2,"Feb","sst",0.944195699512755,-1.10358068468665
1961,3,"Mar","sst",0.73147926739838,-1.24451756229413
1961,4,"Apr","sst",0.741642336675916,-0.459538266039362
1961,5,"May","sst",0.263958741743304,-0.20519547928821
1961,6,"Jun","sst",0.11926157433056,-0.235274074584133
1961,7,"Jul","sst",-0.0695916067202185,-0.272153262408483
1961,8,"Aug","sst",0.305583039741027,0.461857266859207
1961,9,"Sep","sst",-0.0873446186007913,0.731200248091902
1961,10,"Oct","sst",-0.453357744801222,1.67838384286599
1961,11,"Nov","sst",-0.585713090618169,0.369502525201778
1961,12,"Dec","sst",-0.925751582949406,0.992145238227828
1962,1,"Jan","sst",-0.21251297615797,1.36584877021916
1962,2,"Feb","sst",-0.0404857286559135,1.42703110171532
1962,3,"Mar","sst",-0.156706697779772,1.24972423950855
1962,4,"Apr","sst",0.0938024568053905,1.25023321012425
1962,5,"May","sst",-0.352807643322569,1.09317060867068
1962,6,"Jun","sst",-0.851118189847195,1.87426950800713
1962,7,"Jul","sst",-0.651717509018086,2.29110044577348
1962,8,"Aug","sst",-0.022220177752358,1.11743146895086
1962,9,"Sep","sst",-0.541407737064518,1.50362705700745
1962,10,"Oct","sst",-1.02393037512818,0.352099715088584
1962,11,"Nov","sst",0.0834081076380477,-0.40806951178067
1962,12,"Dec","sst",0.293762622511961,0.0460454782208834
1963,1,"Jan","sst",0.703655120604741,1.02670359978696
1963,2,"Feb","sst",1.01379665579903,2.01188855595195
1963,3,"Mar","sst",0.528835439286592,1.64280057913925
1963,4,"Apr","sst",0.521101629215371,1.68163363192394
1963,5,"May","sst",-0.0630465207858969,1.70292190542231
1963,6,"Jun","sst",0.0331898459936875,1.15114121537194
1963,7,"Jul","sst",-0.267866105622614,1.86495813309841
1963,8,"Aug","sst",0.17475178218442,1.99497322547298
1963,9,"Sep","sst",1.67039285230206,0.300228564752698
1963,10,"Oct","sst",0.73644569402102,0.045820195719835
1963,11,"Nov","sst",-0.0733584875393383,-0.395129770204582
1963,12,"Dec","sst",0.906432355231778,-0.0275235047805108
1964,1,"Jan","sst",0.857365798596343,-0.0760345185755266
1964,2,"Feb","sst",0.542710810330434,-0.0970927681439366
1964,3,"Mar","sst",-0.290205217952628,0.0762462897323474
1964,4,"Apr","sst",-0.505578559507463,0.405902039977088
1964,5,"May","sst",-1.28140479204282,0.987857530858353
1964,6,"Jun","sst",-0.27663189690078,0.574745604410485
1964,7,"Jul","sst",-0.8653292564528,-0.26927942771312
1964,8,"Aug","sst",-1.25805751383411,-0.273684702393306
1964,9,"Sep","sst",-1.14269510487889,-0.749911615368595
1964,10,"Oct","sst",-0.544924673141629,-1.20700824538734
1964,11,"Nov","sst",-0.605713811792298,-0.927818185832457
1964,12,"Dec","sst",-0.399691990197285,0.158050674551158
1965,1,"Jan","sst",-0.699266454761383,0.560459158954139
1965,2,"Feb","sst",-0.412410051561024,0.197192651625192
1965,3,"Mar","sst",0.108060277458404,0.650298030778221
1965,4,"Apr","sst",0.158414674470393,0.781973726091181
1965,5,"May","sst",-0.414274997394826,0.364283164400483
1965,6,"Jun","sst",-0.654639744247193,-0.0267475660602138
1965,7,"Jul","sst",-0.81234572577197,-0.0697410609769563
1965,8,"Aug","sst",0.229717265999778,-1.41302308023922
1965,9,"Sep","sst",1.01314051325882,-0.328742411884582
1965,10,"Oct","sst",0.551366001651735,-0.503550934860825
1965,11,"Nov","sst",0.743881367157861,-0.313007929525201
1965,12,"Dec","sst",0.332511385176541,-0.459716632154686
1966,1,"Jan","sst",-0.471606091413094,0.0234396188808212
1966,2,"Feb","sst",-0.207045183303372,-0.456928293285493
1966,3,"Mar","sst",-0.3454774024247,-0.0993726021497048
1966,4,"Apr","sst",0.123096577667432,0.249623247575417
1966,5,"May","sst",-0.244695760669019,0.293304895752351
1966,6,"Jun","sst",0.124783648473619,0.00852896852903709
1966,7,"Jul","sst",0.00339802938147233,-0.641332274052527
1966,8,"Aug","sst",0.104541877814234,-0.775485404015055
1966,9,"Sep","sst",0.000882243003148174,-0.804949808165679
1966,10,"Oct","sst",-0.107884713053509,-0.45628657259206
1966,11,"Nov","sst",-0.00109961293255075,0.340996381615955
1966,12,"Dec","sst",0.220491518964674,0.21423151346311
1967,1,"Jan","sst",-0.113997748401955,-0.126691963449777
1967,2,"Feb","sst",-0.0706292410095195,-0.278087402868987
1967,3,"Mar","sst",-0.170808912029699,0.528700849048488
1967,4,"Apr","sst",-0.455994694476778,0.575170883888896
1967,5,"May","sst",-0.119810900713151,1.79318711423381
1967,6,"Jun","sst",0.238796617253999,2.37110782608196
1967,7,"Jul","sst",0.302975525204886,2.29102022263935
1967,8,"Aug","sst",0.484491719803126,2.7449660602979
1967,9,"Sep","sst",0.561657794767617,0.742469092460449
1967,10,"Oct","sst",0.421221053852441,-0.546851082970333
1967,11,"Nov","sst",0.691341471191441,-0.0666175023887801
1967,12,"Dec","sst",-0.488829306454107,0.141251453340869
1968,1,"Jan","sst",-0.41544837075803,0.511833106774673
1968,2,"Feb","sst",0.0280119432254607,0.780778101734459
1968,3,"Mar","sst",0.511790537687304,0.791008140520562
1968,4,"Apr","sst",0.0483682215731115,0.860025104391343
1968,5,"May","sst",0.226065621637931,1.30383602588624
1968,6,"Jun","sst",0.974938904868888,1.30549289568056
1968,7,"Jul","sst",1.09898989881021,-0.347048644908535
1968,8,"Aug","sst",0.592462190532317,-0.295427623888966
1968,9,"Sep","sst",0.432945982273808,-0.59194045591342
1968,10,"Oct","sst",0.0268956146376839,-0.366614404181495
1968,11,"Nov","sst",0.216814184539946,-0.818739103238138
1968,12,"Dec","sst",0.18211279200929,-0.511564681524261
1969,1,"Jan","sst",-0.0897950119966684,0.194172060799193
1969,2,"Feb","sst",-0.696140681760562,-0.068961734476827
1969,3,"Mar","sst",-0.849379385204685,-0.417347400616254
1969,4,"Apr","sst",-0.707422015441381,-0.333900712403013
1969,5,"May","sst",-0.617899963543553,-0.58776021186633
1969,6,"Jun","sst",0.875880239369204,-0.935361081222742
1969,7,"Jul","sst",0.194977067226301,0.0890935369968834
1969,8,"Aug","sst",-0.316972816172635,0.569155230253457
1969,9,"Sep","sst",-0.51746506244117,-0.0277952095280266
1969,10,"Oct","sst",0.72068190563611,-1.83744609151435
1969,11,"Nov","sst",0.5745183844273,-1.08604685387625
1969,12,"Dec","sst",1.00381674334975,-1.03920861033133
1970,1,"Jan","sst",0.923991091845785,-1.11466799768396
1970,2,"Feb","sst",1.05325970394248,-0.889573302717805
1970,3,"Mar","sst",1.19440364496581,-0.728570464486566
1970,4,"Apr","sst",0.467631670717176,-0.23595410527403
1970,5,"May","sst",-0.41197889391245,0.0466101084765573
1970,6,"Jun","sst",-0.0573326465702498,-0.447314612038006
1970,7,"Jul","sst",-0.821247153104939,-0.937982002650108
1970,8,"Aug","sst",-1.33138481780879,-0.30660412712223
1970,9,"Sep","sst",-1.05182659368109,0.311695320120619
1970,10,"Oct","sst",-0.42485688667392,0.806955278971558
1970,11,"Nov","sst",-0.239913287819014,0.584180734592201
1970,12,"Dec","sst",-0.574712416495606,0.637997363801285
1971,1,"Jan","sst",-1.04553700912964,0.338550993527162
1971,2,"Feb","sst",-1.09868455802996,0.667095111940084
1971,3,"Mar","sst",-1.25157214157785,0.326620360221312
1971,4,"Apr","sst",-1.34837942413385,0.129471302180484
1971,5,"May","sst",-1.84435303123184,-0.592454833715794
1971,6,"Jun","sst",-1.96132360052013,-0.97460056421242
1971,7,"Jul","sst",-1.97273148236346,0.237242452972149
1971,8,"Aug","sst",-0.495395464004891,-1.15062896654758
1971,9,"Sep","sst",-1.00145351241889,-2.75180104233592
1971,10,"Oct","sst",-1.0448849149457,-2.21645310866606
1971,11,"Nov","sst",-1.57699385603578,-0.902561256433579
1971,12,"Dec","sst",-1.6925802183981,0.200632687812381
1972,1,"Jan","sst",-1.83638289607453,0.0446365660704687
1972,2,"Feb","sst",-1.62683608165691,0.27594139523234
1972,3,"Mar","sst",-1.0270185643063,0.66242647033186
1972,4,"Apr","sst",-1.03813680129834,0.936283632813227
1972,5,"May","sst",-1.37656271340231,0.918970334680309
1972,6,"Jun","sst",-1.28354346666929,0.83293815934427
1972,7,"Jul","sst",-0.663543231323492,0.514709974419627
1972,8,"Aug","sst",0.134546636199862,-0.478604609906044
1972,9,"Sep","sst",-0.252344783572332,-0.91472921934349
1972,10,"Oct","sst",-0.339476700815676,-0.560758421490417
1972,11,"Nov","sst",-0.0432642284370109,-0.5626966621376
1972,12,"Dec","sst",-0.100824397893783,0.36989653174151
1973,1,"Jan","sst",0.141397476379992,-0.138329611192333
1973,2,"Feb","sst",-0.0317798493322773,-0.16032489249741
1973,3,"Mar","sst",-0.333616188366888,-0.125781867204113
1973,4,"Apr","sst",-0.543768251748163,-0.0632190579371348
1973,5,"May","sst",-0.912733286139392,-0.236820236402435
1973,6,"Jun","sst",-1.09837776097215,-0.705646010849508
1973,7,"Jul","sst",-1.02581392004673,-1.80525089237395
1973,8,"Aug","sst",-1.11493282238478,-1.47515171216467
1973,9,"Sep","sst",-0.930737326134407,-1.94441374596908
1973,10,"Oct","sst",-1.02964612823939,-1.21047296834748
1973,11,"Nov","sst",-1.16507464158127,-0.409283207317491
1973,12,"Dec","sst",-0.892183950320581,-0.317953829857134
1974,1,"Jan","sst",-0.549607908960284,0.382277776413194
1974,2,"Feb","sst",-1.06790820483884,0.562167633521881
1974,3,"Mar","sst",-0.981918076336446,0.28014843467253
1974,4,"Apr","sst",-0.41523709132781,0.0625483936221065
1974,5,"May","sst",-0.565809236351131,-0.203688256970109
1974,6,"Jun","sst",-0.514136266029269,-0.548481198006445
1974,7,"Jul","sst",-0.0406158352947604,-0.732408588213808
1974,8,"Aug","sst",0.129996526214204,-0.997617406175031
1974,9,"Sep","sst",1.11674577529344,-0.210641817850399
1974,10,"Oct","sst",0.712712219152844,0.26841147694058
1974,11,"Nov","sst",0.459196664336091,-0.920762104443463
1974,12,"Dec","sst",0.172326280279986,-0.660939793661002
1975,1,"Jan","sst",-0.440822179929165,-0.215983513754978
1975,2,"Feb","sst",-0.755598888178019,-0.441257636248045
1975,3,"Mar","sst",-0.842142624759256,-0.466428766129198
1975,4,"Apr","sst",-1.39627882122835,-0.0675666582468114
1975,5,"May","sst",-1.81733478487436,-0.375805113743076
1975,6,"Jun","sst",-1.52638067736381,-0.783014417302058
1975,7,"Jul","sst",-0.964922123818314,-1.02160341601594
1975,8,"Aug","sst",-1.25190454575392,-1.53444414539925
1975,9,"Sep","sst",-1.02068090516889,-0.630468620749542
1975,10,"Oct","sst",-1.07344227985563,-0.614690329819407
1975,11,"Nov","sst",-1.66461280040893,-1.23942121520411
1975,12,"Dec","sst",-1.35168483761388,-0.30146207219806
1976,1,"Jan","sst",-1.05210515995514,-0.340150242116274
1976,2,"Feb","sst",-0.883224521705361,-0.149124712088316
1976,3,"Mar","sst",-1.05750748825611,-0.262450717163692
1976,4,"Apr","sst",-1.32119287880092,-0.810670130084299
1976,5,"May","sst",-1.41530817016122,-1.46916180600165
1976,6,"Jun","sst",-1.44347356549509,-0.768115154995367
1976,7,"Jul","sst",-0.44245623312608,-2.21624259070629
1976,8,"Aug","sst",0.00240673453007913,-3.46769056372957
1976,9,"Sep","sst",-0.253986074434307,-2.98466542917533
1976,10,"Oct","sst",0.624700738687632,-2.58476870920644
1976,11,"Nov","sst",0.8505252435108,-2.00760559966723
1976,12,"Dec","sst",1.09506592106045,-0.781060568078313
1977,1,"Jan","sst",1.18811312487658,-0.57520539310868
1977,2,"Feb","sst",1.5321536025831,-0.515708694895585
1977,3,"Mar","sst",0.675181922868556,-0.796211161954317
1977,4,"Apr","sst",-0.00349017516340721,-0.614699573932488
1977,5,"May","sst",-0.275380436205422,-0.645232636861479
1977,6,"Jun","sst",0.276773813635382,-0.428352906286304
1977,7,"Jul","sst",0.462229088919528,-0.440264026536085
1977,8,"Aug","sst",0.671215131589714,-0.0638643790678143
1977,9,"Sep","sst",0.393568985235696,1.04979366404688
1977,10,"Oct","sst",0.0343481849258473,0.442853010894444
1977,11,"Nov","sst",-0.166660153022977,-1.71553955151067
1977,12,"Dec","sst",0.337008079868169,-0.584513319299202
1978,1,"Jan","sst",0.99493669299321,-0.397191627142378
1978,2,"Feb","sst",1.02448071530189,-0.768321333480319
1978,3,"Mar","sst",1.35610028039473,-0.791494579779282
1978,4,"Apr","sst",1.20633741994994,-0.514646026101998
1978,5,"May","sst",1.0754428154619,-0.794909214126593
1978,6,"Jun","sst",0.604319801304415,-0.907150114619129
1978,7,"Jul","sst",-0.323262342506457,0.175260429595288
1978,8,"Aug","sst",-0.214654911105166,-0.785948434911245
1978,9,"Sep","sst",-0.372263063316554,-0.558716383268753
1978,10,"Oct","sst",0.550177858703311,-0.286843975616145
1978,11,"Nov","sst",0.381557874880284,0.134138948720269
1978,12,"Dec","sst",0.0260106808343086,0.448410661646738
1979,1,"Jan","sst",0.420984423843789,0.377771681284829
1979,2,"Feb","sst",-0.475017158036135,0.310164094058935
1979,3,"Mar","sst",0.0481723396741308,0.147806122086599
1979,4,"Apr","sst",0.445250561761879,0.400719505702872
1979,5,"May","sst",0.858359110830807,-0.290444726082445
1979,6,"Jun","sst",0.643145456123649,0.0200831823608235
1979,7,"Jul","sst",0.680316148421282,0.0566850937386982
1979,8,"Aug","sst",0.768955059525276,0.0815328860969939
1979,9,"Sep","sst",1.44686649093608,-0.242481355858426
1979,10,"Oct","sst",1.47699710902504,-1.42315400982076
1979,11,"Nov","sst",1.12761789467461,-0.701018548544154
1979,12,"Dec","sst",0.891677537262697,0.0271767349822625
1980,1,"Jan","sst",0.740925610342903,0.254588660269972
1980,2,"Feb","sst",1.06057994142271,-0.023891630591708
1980,3,"Mar","sst",1.05421683685941,-0.155950439108695
1980,4,"Apr","sst",0.982917707173128,-0.995677844409517
1980,5,"May","sst",0.611109904737909,-1.65258686275984
1980,6,"Jun","sst",-0.45018469632358,-0.726362264693434
1980,7,"Jul","sst",-0.110053347793215,-0.428486763249678
1980,8,"Aug","sst",-0.165532933460123,-0.0842362440153264
1980,9,"Sep","sst",-0.192629915720544,0.0701831013997723
1980,10,"Oct","sst",0.596655151601835,-2.44235038293668
1980,11,"Nov","sst",0.493415871668635,-1.70271218665148
1980,12,"Dec","sst",0.46682466952994,-0.846678674595874
1981,1,"Jan","sst",1.23341017261464,-0.19141721387161
1981,2,"Feb","sst",1.34253628963873,-0.331297046873104
1981,3,"Mar","sst",1.44030612796709,-0.703134680340788
1981,4,"Apr","sst",1.38496814886717,-0.72890557963863
1981,5,"May","sst",1.49433805209599,-0.683801804513243
1981,6,"Jun","sst",1.75681305881986,-0.937240959660296
1981,7,"Jul","sst",0.953263657028757,-0.874507892400262
1981,8,"Aug","sst",0.588151100562649,0.142891419060119
1981,9,"Sep","sst",0.610363602013612,-0.441037754079329
1981,10,"Oct","sst",0.0946546242018135,0.433601905256408
1981,11,"Nov","sst",0.489972483529509,-0.0103224427556926
1981,12,"Dec","sst",0.413603351673645,-0.831473933286127
1982,1,"Jan","sst",0.226016756813012,-0.0073450001092703
1982,2,"Feb","sst",0.19169109451728,0.499863072119492
1982,3,"Mar","sst",0.143088481768792,0.23078379800074
1982,4,"Apr","sst",-0.329701756945604,0.306485797970094
1982,5,"May","sst",-0.652133267299985,0.263201126041249
1982,6,"Jun","sst",-0.689283562960027,-0.152711742386058
1982,7,"Jul","sst",-0.298673476377837,-1.9933451903763
1982,8,"Aug","sst",-0.399561693958359,-1.94669424275041
1982,9,"Sep","sst",0.232351652505675,-1.40053295245482
1982,10,"Oct","sst",0.204688164115445,-0.824410995249911
1982,11,"Nov","sst",-0.167275491538027,0.0346098170611166
1982,12,"Dec","sst",0.44914734063106,-0.119557042059611
1983,1,"Jan","sst",0.596935762294018,-0.381431845969381
1983,2,"Feb","sst",1.09775483424925,-0.886201682473407
1983,3,"Mar","sst",1.87653375225419,-0.90805019124869
1983,4,"Apr","sst",1.6423513183137,-1.23110360788738
1983,5,"May","sst",1.27710961632975,-1.12205971391249
1983,6,"Jun","sst",1.51473449486639,-1.79946943230398
1983,7,"Jul","sst",1.55925857505833,-3.05482718426478
1983,8,"Aug","sst",0.971640092157951,-2.15853223049237
1983,9,"Sep","sst",0.64984546933621,-0.774440890582475
1983,10,"Oct","sst",0.648312210294902,-0.615350003008252
1983,11,"Nov","sst",1.00335035454825,-1.01439347116027
1983,12,"Dec","sst",1.43461360793967,-0.833128285094512
1984,1,"Jan","sst",1.4328035227032,0.0625193374220041
1984,2,"Feb","sst",1.02844280990334,-0.181684989468565
1984,3,"Mar","sst",1.37860876678085,-0.295486382243818
1984,4,"Apr","sst",0.835400211266508,-0.612453728433504
1984,5,"May","sst",0.866827968121734,-0.847848292691222
1984,6,"Jun","sst",0.423925369254479,-0.0347457227580368
1984,7,"Jul","sst",0.433466503867725,-0.709833717618909
1984,8,"Aug","sst",0.743354003474196,-0.637034638233597
1984,9,"Sep","sst",0.41183825359943,-0.387817379231211
1984,10,"Oct","sst",0.463557475815561,-0.649794935928739
1984,11,"Nov","sst",0.350564673446638,-0.638262676214892
1984,12,"Dec","sst",0.41768533337793,-0.492790890964475
1985,1,"Jan","sst",0.786036856220649,-0.156281590881094
1985,2,"Feb","sst",0.661579931400137,0.36648964556375
1985,3,"Mar","sst",-0.0697637104599464,0.104017711471222
1985,4,"Apr","sst",-0.266762054755243,-0.256446846047773
1985,5,"May","sst",-0.519465339075879,-0.633378079472422
1985,6,"Jun","sst",-0.242204324205034,-1.37297250604065
1985,7,"Jul","sst",0.347566466093688,-1.39321650348181
1985,8,"Aug","sst",0.105868444616071,-1.99900699343169
1985,9,"Sep","sst",0.20828904196492,-0.80358524676637
1985,10,"Oct","sst",0.195458501293365,-0.165006890239244
1985,11,"Nov","sst",-0.491946544550621,1.03479605707982
1985,12,"Dec","sst",0.375983667750908,0.541212846541093
1986,1,"Jan","sst",1.07112716878998,-0.0325321554844221
1986,2,"Feb","sst",1.51448490573909,-0.269921332070895
1986,3,"Mar","sst",1.71642091636573,-0.199496007269482
1986,4,"Apr","sst",1.25068381539727,-0.0939361332502106
1986,5,"May","sst",0.885505772941406,-0.166418785944212
1986,6,"Jun","sst",0.501746591173244,-0.968692950548075
1986,7,"Jul","sst",0.458857959499837,-1.69101194751854
1986,8,"Aug","sst",0.12935970259159,-0.368625184536307
